turn,assassin,algorithm,data,seed
6,False,1,cosine_sim_mat_wiki_3k.npz,1815901584
7,False,1,cosine_sim_mat_wiki_3k.npz,34689963
5,False,1,cosine_sim_mat_wiki_3k.npz,1084434211
7,False,1,cosine_sim_mat_wiki_3k.npz,455109878
5,False,1,cosine_sim_mat_wiki_3k.npz,1188377393
7,False,1,cosine_sim_mat_wiki_3k.npz,1670134487
6,False,1,cosine_sim_mat_wiki_3k.npz,1467061403
7,False,1,cosine_sim_mat_wiki_3k.npz,43082841
10,False,1,cosine_sim_mat_wiki_3k.npz,24284828
4,False,1,cosine_sim_mat_wiki_3k.npz,93738666
9,False,1,cosine_sim_mat_wiki_3k.npz,250466576
8,False,1,cosine_sim_mat_wiki_3k.npz,600512778
7,False,1,cosine_sim_mat_wiki_3k.npz,921210117
6,False,1,cosine_sim_mat_wiki_3k.npz,1086472314
5,False,1,cosine_sim_mat_wiki_3k.npz,1646735644
6,False,1,cosine_sim_mat_wiki_3k.npz,476007277
7,False,1,cosine_sim_mat_wiki_3k.npz,1675439592
6,False,1,cosine_sim_mat_wiki_3k.npz,1841833237
8,False,1,cosine_sim_mat_wiki_3k.npz,2136219379
7,False,1,cosine_sim_mat_wiki_3k.npz,1156651681
7,False,1,cosine_sim_mat_wiki_3k.npz,804732153
6,False,1,cosine_sim_mat_wiki_3k.npz,1015091541
7,False,1,cosine_sim_mat_wiki_3k.npz,277373486
7,False,1,cosine_sim_mat_wiki_3k.npz,1179816263
5,True,1,cosine_sim_mat_wiki_3k.npz,2137834338
5,False,1,cosine_sim_mat_wiki_3k.npz,1262847934
5,False,1,cosine_sim_mat_wiki_3k.npz,1653815777
5,False,1,cosine_sim_mat_wiki_3k.npz,1619000508
4,False,1,cosine_sim_mat_wiki_3k.npz,1092303407
5,False,1,cosine_sim_mat_wiki_3k.npz,349235756
5,False,1,cosine_sim_mat_wiki_3k.npz,629157348
5,False,1,cosine_sim_mat_wiki_3k.npz,1633539453
7,False,1,cosine_sim_mat_wiki_3k.npz,1902963986
9,False,1,path_sim_mat_dblp_30k.npz,770092320
5,True,1,path_sim_mat_dblp_30k.npz,55389075
3,True,1,path_sim_mat_dblp_30k.npz,1785496794
7,True,1,path_sim_mat_dblp_30k.npz,1185936083
3,True,1,path_sim_mat_dblp_30k.npz,1842802707
4,False,1,path_sim_mat_dblp_30k.npz,1360347240
3,True,1,path_sim_mat_dblp_30k.npz,650080138
6,False,1,path_sim_mat_dblp_30k.npz,1960837571
2,True,1,path_sim_mat_dblp_30k.npz,1303596485
5,True,1,path_sim_mat_dblp_30k.npz,543715726
9,True,1,path_sim_mat_dblp_30k.npz,814889278
6,True,1,path_sim_mat_dblp_30k.npz,1484568919
8,False,1,path_sim_mat_dblp_30k.npz,2010373652
8,False,1,path_sim_mat_dblp_30k.npz,961657979
8,True,1,path_sim_mat_dblp_30k.npz,538801778
1,True,1,path_sim_mat_dblp_30k.npz,378221467
8,True,1,path_sim_mat_dblp_30k.npz,1121383919
2,True,1,path_sim_mat_dblp_30k.npz,18911791
2,True,1,path_sim_mat_dblp_30k.npz,2061531283
3,True,1,path_sim_mat_dblp_30k.npz,90857779
8,False,1,path_sim_mat_dblp_30k.npz,1065747618
6,False,1,path_sim_mat_dblp_30k.npz,2112452858
7,False,1,path_sim_mat_dblp_30k.npz,67685007
2,True,1,path_sim_mat_dblp_30k.npz,1764562798
2,True,1,path_sim_mat_dblp_30k.npz,482867121
4,True,1,path_sim_mat_dblp_30k.npz,524848223
8,True,1,path_sim_mat_dblp_30k.npz,706337603
6,False,1,path_sim_mat_dblp_30k.npz,1693242387
2,True,1,path_sim_mat_dblp_30k.npz,2092081795
7,False,1,path_sim_mat_dblp_30k.npz,1847533326
6,True,1,path_sim_mat_dblp_30k.npz,742442534
7,False,1,path_sim_mat_dblp_30k.npz,38733593
7,True,1,path_sim_mat_dblp_30k.npz,1186652002
5,True,1,path_sim_mat_dblp_30k.npz,2012589617
7,False,1,path_sim_mat_dblp_30k.npz,137078513
8,True,1,path_sim_mat_dblp_30k.npz,658885620
6,False,1,path_sim_mat_dblp_30k.npz,433667409
7,False,1,path_sim_mat_dblp_30k.npz,1510969428
6,True,1,path_sim_mat_dblp_30k.npz,1920859511
7,True,1,path_sim_mat_dblp_30k.npz,1607771182
4,True,1,path_sim_mat_dblp_30k.npz,452659993
6,False,1,path_sim_mat_dblp_30k.npz,174516600
6,False,1,path_sim_mat_dblp_30k.npz,1056038324
4,True,1,path_sim_mat_dblp_30k.npz,1877948358
5,True,1,path_sim_mat_dblp_30k.npz,141768575
5,False,1,path_sim_mat_dblp_30k.npz,1113488962
4,True,1,path_sim_mat_dblp_30k.npz,2028196093
4,True,1,path_sim_mat_dblp_30k.npz,1634615982
5,False,1,path_sim_mat_dblp_30k.npz,1190870742
1,True,1,path_sim_mat_dblp_30k.npz,41619729
6,True,1,path_sim_mat_dblp_30k.npz,1291731380
1,True,1,path_sim_mat_dblp_30k.npz,1101495654
8,True,1,path_sim_mat_dblp_30k.npz,361428133
6,True,1,path_sim_mat_dblp_30k.npz,359203464
3,True,1,path_sim_mat_dblp_30k.npz,1053439584
2,True,1,path_sim_mat_dblp_30k.npz,2131677087
3,True,1,path_sim_mat_dblp_30k.npz,239555491
4,True,1,path_sim_mat_dblp_30k.npz,968950581
7,False,1,path_sim_mat_dblp_30k.npz,1058163447
7,False,1,path_sim_mat_dblp_30k.npz,347685507
6,False,1,path_sim_mat_dblp_30k.npz,684087796
6,False,1,path_sim_mat_dblp_30k.npz,979594228
4,True,1,path_sim_mat_dblp_30k.npz,643997816
6,False,1,path_sim_mat_dblp_30k.npz,1481957607
1,True,1,path_sim_mat_dblp_30k.npz,91853617
6,False,1,path_sim_mat_dblp_30k.npz,442534930
4,False,1,path_sim_mat_dblp_30k.npz,2098806757
1,True,1,path_sim_mat_dblp_30k.npz,1815901584
7,False,1,path_sim_mat_dblp_30k.npz,34689963
5,True,1,path_sim_mat_dblp_30k.npz,1084434211
8,True,1,path_sim_mat_dblp_30k.npz,455109878
6,True,1,path_sim_mat_dblp_30k.npz,1188377393
2,True,1,path_sim_mat_dblp_30k.npz,1670134487
3,True,1,path_sim_mat_dblp_30k.npz,1467061403
3,False,1,path_sim_mat_dblp_30k.npz,43082841
7,False,1,path_sim_mat_dblp_30k.npz,24284828
7,False,1,path_sim_mat_dblp_30k.npz,93738666
3,True,1,path_sim_mat_dblp_30k.npz,250466576
7,True,1,path_sim_mat_dblp_30k.npz,600512778
7,False,1,path_sim_mat_dblp_30k.npz,921210117
7,True,1,path_sim_mat_dblp_30k.npz,1086472314
8,False,1,path_sim_mat_dblp_30k.npz,1646735644
3,True,1,path_sim_mat_dblp_30k.npz,476007277
3,True,1,path_sim_mat_dblp_30k.npz,1675439592
6,True,1,path_sim_mat_dblp_30k.npz,1841833237
3,True,1,path_sim_mat_dblp_30k.npz,2136219379
6,True,1,path_sim_mat_dblp_30k.npz,1156651681
5,True,1,path_sim_mat_dblp_30k.npz,804732153
6,False,1,path_sim_mat_dblp_30k.npz,1015091541
5,False,1,path_sim_mat_dblp_30k.npz,277373486
6,False,1,path_sim_mat_dblp_30k.npz,1179816263
5,True,1,path_sim_mat_dblp_30k.npz,2137834338
7,True,1,path_sim_mat_dblp_30k.npz,1262847934
6,True,1,path_sim_mat_dblp_30k.npz,1653815777
8,False,1,path_sim_mat_dblp_30k.npz,1619000508
4,True,1,path_sim_mat_dblp_30k.npz,1092303407
5,True,1,path_sim_mat_dblp_30k.npz,349235756
2,True,1,path_sim_mat_dblp_30k.npz,629157348
6,True,1,path_sim_mat_dblp_30k.npz,1633539453
3,True,1,path_sim_mat_dblp_30k.npz,1902963986
7,False,1,cosine_sim_mat_dblp_3k.npz,770092320
7,False,1,cosine_sim_mat_dblp_3k.npz,55389075
6,False,1,cosine_sim_mat_dblp_3k.npz,1785496794
6,False,1,cosine_sim_mat_dblp_3k.npz,1185936083
7,False,1,cosine_sim_mat_dblp_3k.npz,1842802707
7,False,1,cosine_sim_mat_dblp_3k.npz,1360347240
5,False,1,cosine_sim_mat_dblp_3k.npz,650080138
6,False,1,cosine_sim_mat_dblp_3k.npz,1960837571
4,False,1,cosine_sim_mat_dblp_3k.npz,1303596485
8,False,1,cosine_sim_mat_dblp_3k.npz,543715726
7,False,1,cosine_sim_mat_dblp_3k.npz,814889278
9,False,1,cosine_sim_mat_dblp_3k.npz,1484568919
7,False,1,cosine_sim_mat_dblp_3k.npz,2010373652
5,False,1,cosine_sim_mat_dblp_3k.npz,961657979
5,False,1,cosine_sim_mat_dblp_3k.npz,538801778
5,False,1,cosine_sim_mat_dblp_3k.npz,378221467
7,False,1,cosine_sim_mat_dblp_3k.npz,1121383919
6,False,1,cosine_sim_mat_dblp_3k.npz,18911791
9,False,1,cosine_sim_mat_dblp_3k.npz,2061531283
7,False,1,cosine_sim_mat_dblp_3k.npz,90857779
8,False,1,cosine_sim_mat_dblp_3k.npz,1065747618
6,False,1,cosine_sim_mat_dblp_3k.npz,2112452858
8,False,1,cosine_sim_mat_dblp_3k.npz,67685007
7,False,1,cosine_sim_mat_dblp_3k.npz,1764562798
6,False,1,cosine_sim_mat_dblp_3k.npz,482867121
5,False,1,cosine_sim_mat_dblp_3k.npz,524848223
6,False,1,cosine_sim_mat_dblp_3k.npz,706337603
8,False,1,cosine_sim_mat_dblp_3k.npz,1693242387
8,False,1,cosine_sim_mat_dblp_3k.npz,2092081795
9,False,1,cosine_sim_mat_dblp_3k.npz,1847533326
7,False,1,cosine_sim_mat_dblp_3k.npz,742442534
5,False,1,cosine_sim_mat_dblp_3k.npz,38733593
8,False,1,cosine_sim_mat_dblp_3k.npz,1186652002
6,False,1,cosine_sim_mat_dblp_3k.npz,2012589617
7,False,1,cosine_sim_mat_dblp_3k.npz,137078513
10,False,1,cosine_sim_mat_dblp_3k.npz,658885620
7,False,1,cosine_sim_mat_dblp_3k.npz,433667409
5,False,1,cosine_sim_mat_dblp_3k.npz,1510969428
7,False,1,cosine_sim_mat_dblp_3k.npz,1920859511
9,False,1,cosine_sim_mat_dblp_3k.npz,1607771182
8,False,1,cosine_sim_mat_dblp_3k.npz,452659993
8,False,1,cosine_sim_mat_dblp_3k.npz,174516600
7,False,1,cosine_sim_mat_dblp_3k.npz,1056038324
5,False,1,cosine_sim_mat_dblp_3k.npz,1877948358
9,False,1,cosine_sim_mat_dblp_3k.npz,141768575
7,False,1,cosine_sim_mat_dblp_3k.npz,1113488962
8,False,1,cosine_sim_mat_dblp_3k.npz,2028196093
9,False,1,cosine_sim_mat_dblp_3k.npz,1634615982
6,True,1,cosine_sim_mat_dblp_3k.npz,1190870742
7,False,1,cosine_sim_mat_dblp_3k.npz,41619729
8,False,1,cosine_sim_mat_dblp_3k.npz,1291731380
6,False,1,cosine_sim_mat_dblp_3k.npz,1101495654
7,False,1,cosine_sim_mat_dblp_3k.npz,361428133
8,False,1,cosine_sim_mat_dblp_3k.npz,359203464
6,False,1,cosine_sim_mat_dblp_3k.npz,1053439584
8,False,1,cosine_sim_mat_dblp_3k.npz,2131677087
7,False,1,cosine_sim_mat_dblp_3k.npz,239555491
7,False,1,cosine_sim_mat_dblp_3k.npz,968950581
6,False,1,cosine_sim_mat_dblp_3k.npz,1058163447
6,False,1,cosine_sim_mat_dblp_3k.npz,347685507
5,False,1,cosine_sim_mat_dblp_3k.npz,684087796
7,False,1,cosine_sim_mat_dblp_3k.npz,979594228
7,False,1,cosine_sim_mat_dblp_3k.npz,643997816
7,False,1,cosine_sim_mat_dblp_3k.npz,1481957607
6,False,1,cosine_sim_mat_dblp_3k.npz,91853617
7,False,1,cosine_sim_mat_dblp_3k.npz,442534930
9,False,1,cosine_sim_mat_dblp_3k.npz,2098806757
7,False,1,cosine_sim_mat_dblp_3k.npz,1815901584
6,False,1,cosine_sim_mat_dblp_3k.npz,34689963
7,False,1,cosine_sim_mat_dblp_3k.npz,1084434211
7,False,1,cosine_sim_mat_dblp_3k.npz,455109878
6,False,1,cosine_sim_mat_dblp_3k.npz,1188377393
9,False,1,cosine_sim_mat_dblp_3k.npz,1670134487
9,False,1,cosine_sim_mat_dblp_3k.npz,1467061403
6,False,1,cosine_sim_mat_dblp_3k.npz,43082841
9,False,1,cosine_sim_mat_dblp_3k.npz,24284828
9,False,1,cosine_sim_mat_dblp_3k.npz,93738666
7,False,1,cosine_sim_mat_dblp_3k.npz,250466576
7,False,1,cosine_sim_mat_dblp_3k.npz,600512778
5,False,1,cosine_sim_mat_dblp_3k.npz,921210117
6,False,1,cosine_sim_mat_dblp_3k.npz,1086472314
6,False,1,cosine_sim_mat_dblp_3k.npz,1646735644
5,False,1,cosine_sim_mat_dblp_3k.npz,476007277
7,False,1,cosine_sim_mat_dblp_3k.npz,1675439592
5,False,1,cosine_sim_mat_dblp_3k.npz,1841833237
5,False,1,cosine_sim_mat_dblp_3k.npz,2136219379
6,False,1,cosine_sim_mat_dblp_3k.npz,1156651681
8,False,1,cosine_sim_mat_dblp_3k.npz,804732153
6,False,1,cosine_sim_mat_dblp_3k.npz,1015091541
7,False,1,cosine_sim_mat_dblp_3k.npz,277373486
7,False,1,cosine_sim_mat_dblp_3k.npz,1179816263
7,False,1,cosine_sim_mat_dblp_3k.npz,2137834338
10,False,1,cosine_sim_mat_dblp_3k.npz,1262847934
5,False,1,cosine_sim_mat_dblp_3k.npz,1653815777
5,False,1,cosine_sim_mat_dblp_3k.npz,1619000508
6,False,1,cosine_sim_mat_dblp_3k.npz,1092303407
4,False,1,cosine_sim_mat_dblp_3k.npz,349235756
6,False,1,cosine_sim_mat_dblp_3k.npz,629157348
8,False,1,cosine_sim_mat_dblp_3k.npz,1633539453
7,False,1,cosine_sim_mat_dblp_3k.npz,1902963986
6,False,1,wup_sim_mat_dblp_5k.npz,770092320
5,False,1,wup_sim_mat_dblp_5k.npz,55389075
5,False,1,wup_sim_mat_dblp_5k.npz,1785496794
6,False,1,wup_sim_mat_dblp_5k.npz,1185936083
7,False,1,wup_sim_mat_dblp_5k.npz,1842802707
5,False,1,wup_sim_mat_dblp_5k.npz,1360347240
8,False,1,wup_sim_mat_dblp_5k.npz,650080138
7,False,1,wup_sim_mat_dblp_5k.npz,1960837571
6,False,1,wup_sim_mat_dblp_5k.npz,1303596485
6,False,1,wup_sim_mat_dblp_5k.npz,543715726
4,False,1,wup_sim_mat_dblp_5k.npz,814889278
8,False,1,wup_sim_mat_dblp_5k.npz,1484568919
4,False,1,wup_sim_mat_dblp_5k.npz,2010373652
7,False,1,wup_sim_mat_dblp_5k.npz,961657979
5,True,1,wup_sim_mat_dblp_5k.npz,538801778
6,False,1,wup_sim_mat_dblp_5k.npz,378221467
5,False,1,wup_sim_mat_dblp_5k.npz,1121383919
6,False,1,wup_sim_mat_dblp_5k.npz,18911791
8,False,1,wup_sim_mat_dblp_5k.npz,2061531283
1,True,1,wup_sim_mat_dblp_5k.npz,90857779
9,True,1,wup_sim_mat_dblp_5k.npz,1065747618
4,True,1,wup_sim_mat_dblp_5k.npz,2112452858
4,False,1,wup_sim_mat_dblp_5k.npz,67685007
4,False,1,wup_sim_mat_dblp_5k.npz,1764562798
4,False,1,wup_sim_mat_dblp_5k.npz,482867121
4,False,1,wup_sim_mat_dblp_5k.npz,524848223
5,False,1,wup_sim_mat_dblp_5k.npz,706337603
7,False,1,wup_sim_mat_dblp_5k.npz,1693242387
6,False,1,wup_sim_mat_dblp_5k.npz,2092081795
6,False,1,wup_sim_mat_dblp_5k.npz,1847533326
4,False,1,wup_sim_mat_dblp_5k.npz,742442534
6,False,1,wup_sim_mat_dblp_5k.npz,38733593
4,True,1,wup_sim_mat_dblp_5k.npz,1186652002
8,True,1,wup_sim_mat_dblp_5k.npz,2012589617
7,False,1,wup_sim_mat_dblp_5k.npz,137078513
7,False,1,wup_sim_mat_dblp_5k.npz,658885620
4,False,1,wup_sim_mat_dblp_5k.npz,433667409
5,False,1,wup_sim_mat_dblp_5k.npz,1510969428
6,False,1,wup_sim_mat_dblp_5k.npz,1920859511
6,False,1,wup_sim_mat_dblp_5k.npz,1607771182
6,False,1,wup_sim_mat_dblp_5k.npz,452659993
5,False,1,wup_sim_mat_dblp_5k.npz,174516600
8,False,1,wup_sim_mat_dblp_5k.npz,1056038324
8,False,1,wup_sim_mat_dblp_5k.npz,1877948358
7,False,1,wup_sim_mat_dblp_5k.npz,141768575
7,False,1,wup_sim_mat_dblp_5k.npz,1113488962
6,False,1,wup_sim_mat_dblp_5k.npz,2028196093
7,False,1,wup_sim_mat_dblp_5k.npz,1634615982
5,False,1,wup_sim_mat_dblp_5k.npz,1190870742
6,False,1,wup_sim_mat_dblp_5k.npz,41619729
5,False,1,wup_sim_mat_dblp_5k.npz,1291731380
7,True,1,wup_sim_mat_dblp_5k.npz,1101495654
7,False,1,wup_sim_mat_dblp_5k.npz,361428133
3,True,1,wup_sim_mat_dblp_5k.npz,359203464
6,False,1,wup_sim_mat_dblp_5k.npz,1053439584
7,False,1,wup_sim_mat_dblp_5k.npz,2131677087
3,True,1,wup_sim_mat_dblp_5k.npz,239555491
5,False,1,wup_sim_mat_dblp_5k.npz,968950581
5,False,1,wup_sim_mat_dblp_5k.npz,1058163447
7,False,1,wup_sim_mat_dblp_5k.npz,347685507
6,False,1,wup_sim_mat_dblp_5k.npz,684087796
7,False,1,wup_sim_mat_dblp_5k.npz,979594228
4,False,1,wup_sim_mat_dblp_5k.npz,643997816
5,False,1,wup_sim_mat_dblp_5k.npz,1481957607
5,False,1,wup_sim_mat_dblp_5k.npz,91853617
8,False,1,wup_sim_mat_dblp_5k.npz,442534930
5,False,1,wup_sim_mat_dblp_5k.npz,2098806757
8,False,1,wup_sim_mat_dblp_5k.npz,1815901584
4,False,1,wup_sim_mat_dblp_5k.npz,34689963
5,False,1,wup_sim_mat_dblp_5k.npz,1084434211
4,False,1,wup_sim_mat_dblp_5k.npz,455109878
4,False,1,wup_sim_mat_dblp_5k.npz,1188377393
4,True,1,wup_sim_mat_dblp_5k.npz,1670134487
5,False,1,wup_sim_mat_dblp_5k.npz,1467061403
2,True,1,wup_sim_mat_dblp_5k.npz,43082841
4,False,1,wup_sim_mat_dblp_5k.npz,24284828
6,False,1,wup_sim_mat_dblp_5k.npz,93738666
5,False,1,wup_sim_mat_dblp_5k.npz,250466576
6,False,1,wup_sim_mat_dblp_5k.npz,600512778
4,False,1,wup_sim_mat_dblp_5k.npz,921210117
6,True,1,wup_sim_mat_dblp_5k.npz,1086472314
4,False,1,wup_sim_mat_dblp_5k.npz,1646735644
4,True,1,wup_sim_mat_dblp_5k.npz,476007277
6,False,1,wup_sim_mat_dblp_5k.npz,1675439592
9,False,1,wup_sim_mat_dblp_5k.npz,1841833237
6,False,1,wup_sim_mat_dblp_5k.npz,2136219379
7,False,1,wup_sim_mat_dblp_5k.npz,1156651681
4,True,1,wup_sim_mat_dblp_5k.npz,804732153
5,False,1,wup_sim_mat_dblp_5k.npz,1015091541
6,False,1,wup_sim_mat_dblp_5k.npz,277373486
5,False,1,wup_sim_mat_dblp_5k.npz,1179816263
4,False,1,wup_sim_mat_dblp_5k.npz,2137834338
7,False,1,wup_sim_mat_dblp_5k.npz,1262847934
6,False,1,wup_sim_mat_dblp_5k.npz,1653815777
5,False,1,wup_sim_mat_dblp_5k.npz,1619000508
5,False,1,wup_sim_mat_dblp_5k.npz,1092303407
3,False,1,wup_sim_mat_dblp_5k.npz,349235756
4,False,1,wup_sim_mat_dblp_5k.npz,629157348
5,True,1,wup_sim_mat_dblp_5k.npz,1633539453
6,False,1,wup_sim_mat_dblp_5k.npz,1902963986
4,False,1,wup_sim_mat_wiki_20k.npz,770092320
4,False,1,wup_sim_mat_wiki_20k.npz,55389075
4,False,1,wup_sim_mat_wiki_20k.npz,1785496794
5,False,1,wup_sim_mat_wiki_20k.npz,1185936083
3,False,1,wup_sim_mat_wiki_20k.npz,1842802707
4,False,1,wup_sim_mat_wiki_20k.npz,1360347240
8,False,1,wup_sim_mat_wiki_20k.npz,650080138
6,False,1,wup_sim_mat_wiki_20k.npz,1960837571
5,False,1,wup_sim_mat_wiki_20k.npz,1303596485
5,False,1,wup_sim_mat_wiki_20k.npz,543715726
5,False,1,wup_sim_mat_wiki_20k.npz,814889278
4,False,1,wup_sim_mat_wiki_20k.npz,1484568919
7,False,1,wup_sim_mat_wiki_20k.npz,2010373652
5,False,1,wup_sim_mat_wiki_20k.npz,961657979
5,False,1,wup_sim_mat_wiki_20k.npz,538801778
9,False,1,wup_sim_mat_wiki_20k.npz,378221467
3,True,1,wup_sim_mat_wiki_20k.npz,1121383919
4,False,1,wup_sim_mat_wiki_20k.npz,18911791
6,False,1,wup_sim_mat_wiki_20k.npz,2061531283
5,False,1,wup_sim_mat_wiki_20k.npz,90857779
7,False,1,wup_sim_mat_wiki_20k.npz,1065747618
9,False,1,wup_sim_mat_wiki_20k.npz,2112452858
7,False,1,wup_sim_mat_wiki_20k.npz,67685007
6,False,1,wup_sim_mat_wiki_20k.npz,1764562798
4,False,1,wup_sim_mat_wiki_20k.npz,482867121
6,False,1,wup_sim_mat_wiki_20k.npz,524848223
6,False,1,wup_sim_mat_wiki_20k.npz,706337603
4,False,1,wup_sim_mat_wiki_20k.npz,1693242387
6,False,1,wup_sim_mat_wiki_20k.npz,2092081795
6,True,1,wup_sim_mat_wiki_20k.npz,1847533326
3,True,1,wup_sim_mat_wiki_20k.npz,742442534
6,False,1,wup_sim_mat_wiki_20k.npz,38733593
7,False,1,wup_sim_mat_wiki_20k.npz,1186652002
5,False,1,wup_sim_mat_wiki_20k.npz,2012589617
7,False,1,wup_sim_mat_wiki_20k.npz,137078513
5,False,1,wup_sim_mat_wiki_20k.npz,658885620
4,False,1,wup_sim_mat_wiki_20k.npz,433667409
6,False,1,wup_sim_mat_wiki_20k.npz,1510969428
6,False,1,wup_sim_mat_wiki_20k.npz,1920859511
7,False,1,wup_sim_mat_wiki_20k.npz,1607771182
6,False,1,wup_sim_mat_wiki_20k.npz,452659993
4,False,1,wup_sim_mat_wiki_20k.npz,174516600
7,False,1,wup_sim_mat_wiki_20k.npz,1056038324
6,True,1,wup_sim_mat_wiki_20k.npz,1877948358
4,False,1,wup_sim_mat_wiki_20k.npz,141768575
5,False,1,wup_sim_mat_wiki_20k.npz,1113488962
6,False,1,wup_sim_mat_wiki_20k.npz,2028196093
4,False,1,wup_sim_mat_wiki_20k.npz,1634615982
10,False,1,wup_sim_mat_wiki_20k.npz,1190870742
5,False,1,wup_sim_mat_wiki_20k.npz,41619729
5,False,1,wup_sim_mat_wiki_20k.npz,1291731380
5,False,1,wup_sim_mat_wiki_20k.npz,1101495654
6,False,1,wup_sim_mat_wiki_20k.npz,361428133
4,False,1,wup_sim_mat_wiki_20k.npz,359203464
5,False,1,wup_sim_mat_wiki_20k.npz,1053439584
6,False,1,wup_sim_mat_wiki_20k.npz,2131677087
5,False,1,wup_sim_mat_wiki_20k.npz,239555491
4,False,1,wup_sim_mat_wiki_20k.npz,968950581
5,False,1,wup_sim_mat_wiki_20k.npz,1058163447
9,False,1,wup_sim_mat_wiki_20k.npz,347685507
5,False,1,wup_sim_mat_wiki_20k.npz,684087796
7,False,1,wup_sim_mat_wiki_20k.npz,979594228
6,False,1,wup_sim_mat_wiki_20k.npz,643997816
5,False,1,wup_sim_mat_wiki_20k.npz,1481957607
5,False,1,wup_sim_mat_wiki_20k.npz,91853617
6,False,1,wup_sim_mat_wiki_20k.npz,442534930
5,False,1,wup_sim_mat_wiki_20k.npz,2098806757
5,False,1,wup_sim_mat_wiki_20k.npz,1815901584
5,False,1,wup_sim_mat_wiki_20k.npz,34689963
4,False,1,wup_sim_mat_wiki_20k.npz,1084434211
4,False,1,wup_sim_mat_wiki_20k.npz,455109878
5,False,1,wup_sim_mat_wiki_20k.npz,1188377393
5,False,1,wup_sim_mat_wiki_20k.npz,1670134487
5,False,1,wup_sim_mat_wiki_20k.npz,1467061403
5,False,1,wup_sim_mat_wiki_20k.npz,43082841
4,False,1,wup_sim_mat_wiki_20k.npz,24284828
6,False,1,wup_sim_mat_wiki_20k.npz,93738666
6,False,1,wup_sim_mat_wiki_20k.npz,250466576
6,True,1,wup_sim_mat_wiki_20k.npz,600512778
5,False,1,wup_sim_mat_wiki_20k.npz,921210117
7,False,1,wup_sim_mat_wiki_20k.npz,1086472314
5,False,1,wup_sim_mat_wiki_20k.npz,1646735644
6,False,1,wup_sim_mat_wiki_20k.npz,476007277
5,False,1,wup_sim_mat_wiki_20k.npz,1675439592
6,False,1,wup_sim_mat_wiki_20k.npz,1841833237
5,False,1,wup_sim_mat_wiki_20k.npz,2136219379
5,False,1,wup_sim_mat_wiki_20k.npz,1156651681
7,False,1,wup_sim_mat_wiki_20k.npz,804732153
5,True,1,wup_sim_mat_wiki_20k.npz,1015091541
6,False,1,wup_sim_mat_wiki_20k.npz,277373486
9,True,1,wup_sim_mat_wiki_20k.npz,1179816263
5,False,1,wup_sim_mat_wiki_20k.npz,2137834338
7,False,1,wup_sim_mat_wiki_20k.npz,1262847934
6,False,1,wup_sim_mat_wiki_20k.npz,1653815777
6,False,1,wup_sim_mat_wiki_20k.npz,1619000508
6,False,1,wup_sim_mat_wiki_20k.npz,1092303407
5,False,1,wup_sim_mat_wiki_20k.npz,349235756
7,False,1,wup_sim_mat_wiki_20k.npz,629157348
5,True,1,wup_sim_mat_wiki_20k.npz,1633539453
6,False,1,wup_sim_mat_wiki_20k.npz,1902963986
4,True,1,path_sim_mat.npz,770092320
1,True,1,path_sim_mat.npz,55389075
8,False,1,path_sim_mat.npz,1785496794
7,True,1,path_sim_mat.npz,1185936083
7,False,1,path_sim_mat.npz,1842802707
7,False,1,path_sim_mat.npz,1360347240
6,True,1,path_sim_mat.npz,650080138
6,True,1,path_sim_mat.npz,1960837571
5,False,1,path_sim_mat.npz,1303596485
8,True,1,path_sim_mat.npz,543715726
6,False,1,path_sim_mat.npz,814889278
7,False,1,path_sim_mat.npz,1484568919
6,True,1,path_sim_mat.npz,2010373652
1,True,1,path_sim_mat.npz,961657979
1,True,1,path_sim_mat.npz,538801778
8,True,1,path_sim_mat.npz,378221467
4,True,1,path_sim_mat.npz,1121383919
7,False,1,path_sim_mat.npz,18911791
4,True,1,path_sim_mat.npz,2061531283
7,False,1,path_sim_mat.npz,90857779
4,True,1,path_sim_mat.npz,1065747618
3,True,1,path_sim_mat.npz,2112452858
7,True,1,path_sim_mat.npz,67685007
1,True,1,path_sim_mat.npz,1764562798
7,True,1,path_sim_mat.npz,482867121
1,True,1,path_sim_mat.npz,524848223
4,True,1,path_sim_mat.npz,706337603
4,True,1,path_sim_mat.npz,1693242387
8,False,1,path_sim_mat.npz,2092081795
4,True,1,path_sim_mat.npz,1847533326
7,False,1,path_sim_mat.npz,742442534
6,False,1,path_sim_mat.npz,38733593
4,True,1,path_sim_mat.npz,1186652002
7,False,1,path_sim_mat.npz,2012589617
6,False,1,path_sim_mat.npz,137078513
6,False,1,path_sim_mat.npz,658885620
9,False,1,path_sim_mat.npz,433667409
6,False,1,path_sim_mat.npz,1510969428
8,False,1,path_sim_mat.npz,1920859511
1,True,1,path_sim_mat.npz,1607771182
8,False,1,path_sim_mat.npz,452659993
9,False,1,path_sim_mat.npz,174516600
8,True,1,path_sim_mat.npz,1056038324
4,True,1,path_sim_mat.npz,1877948358
6,True,1,path_sim_mat.npz,141768575
8,False,1,path_sim_mat.npz,1113488962
4,True,1,path_sim_mat.npz,2028196093
5,True,1,path_sim_mat.npz,1634615982
1,True,1,path_sim_mat.npz,1190870742
4,True,1,path_sim_mat.npz,41619729
5,True,1,path_sim_mat.npz,1291731380
8,False,1,path_sim_mat.npz,1101495654
2,True,1,path_sim_mat.npz,361428133
